card_id,front,back,deck_name,tags
🔣Logic Operators,🔣Logic Operators,"Operator Precedence: Not, and, or, then, iff<div>All operators are right associative</div><div>Not binds to whatever follows it</div><div>And &amp; or bind more tightly than then</div><div>Minor implications don’t require parentheses</div><div><br></div><div><div>Implication: Material conditional, then, arrow pointing right represents implication</div><div>Implication is false only when the antecedent is true and the consequence is false</div><div>And implication with a false antecedent is called vacuously true; an application with a true consequence is called trivially true</div><div>P —&gt; Q == !(p ^ !q) == !P v Q</div><div>!(P—&gt;Q)=(P^!Q)</div></div><div>p → q is equivalent to ¬p&nbsp;∨&nbsp;q<div><br></div><div>¬(p → q) is equivalent to&nbsp;&nbsp;p&nbsp;∧ ¬q&nbsp;&nbsp;</div></div><div><br></div><div><br></div><div><br></div><div>Set technicalities: ∈, ∉; ⊆, ⊆<br>Is an element of; is a subset of<div>If the object on the left-hand side of ⊆ isn't a subset, the statement is false<br>-If a set is an element of a set, the elements of the inner set aren't elements of the outer set<br>-An object is not equivalent to the set containing that object<br>-The empty set is a subset of every set; only an element of sets that deliberately include it</div><div><br></div><div>Power set of empty set: Set containing empty set</div></div><div><br></div><div><br></div><div>Biconditional &lt;—&gt;<br>P implies q and q implies p; p iff q; p and q must have equal truth value for the biconditional to hold<div>Negating a biconditional:</div><div>p iff !q</div><div>!p iff q</div></div><div><br></div><div><br></div><div>Inclusion/Exclusion brackets<br>Brackets include end elements - [ ] is &lt;=; &gt;=<br>Parentheses exclude end elements - () is &lt;; &gt;<div><br><div>Let a and b be real numbers where a ≤ b.<div>● The notation [a, b] denotes the set of all</div><div>real numbers between a and b, inclusive.</div><div>[a, b] = { x ∈ ℝ | a ≤ x ≤ b }</div><div>● The notation (a, b) denotes the set of all</div><div>real numbers between a and b, exclusive.</div><div>(a, b) = { x ∈ ℝ | a &lt; x &lt; b }</div></div></div></div>",CompSci (AIML/Web3/Math/Logic/Tech),CS103;logic
"Dominating set of graph G=(V,E)","Dominating set of graph G=(V,E)",Subset D of vertices V such that every vertex in V is equal to at least one member of D.,CompSci (AIML/Web3/Math/Logic/Tech),CS103;logic
Independent set,Independent set,Any set of non-adjacent vertices,CompSci (AIML/Web3/Math/Logic/Tech),CS103;logic
First-order translation checklist,First-order translation checklist,"1. Pair quantifiers with appropriate connectives<div>-for all, implication are paired; and and there exists are paired</div><div>Don’t wrap implication in the existential quantifier; don’t wrap<br><div>2. Use white space and indentation to clarify meaning, like it’s code</div><div>3. Defer quantifiers until they’re needed; quantify variables as late as possible</div><div>Whenever you want to introduce a quantifier, surround the expression you want to quantify with parentheses</div><div>4. Check the types of all terms in the formula; predicates are functions with inputs and outputs</div><div>5. Check the scoping on each variable</div></div>",CompSci (AIML/Web3/Math/Logic/Tech),CS103;logic
"If S is a set, then |S| ≠ | (℘ S)|","If S is a set, then |S| ≠ | (℘ S)|","Let S be an arbitrary set. We will prove that |S| ≠ | (℘ S)| by showing that there are no bijections from S to (℘ S). To do so, choose an arbitrary function f : S → (℘ S). We will prove that f is not surjective.<div><br><div>Starting with f, we define the set D = { x ∈ S | x ∉ f(x) }. We will show that there is no y ∈ S such that f(y) = D. To do so, we proceed by contradiction. Suppose that there is some y ∈ S such that f(y) = D. From the definition of D, we know that y ∈ D if and only if y ∉ f(y).</div><div>Since we know f(y) = D, the above statement means that y ∈ D if and only if y ∉ D. This is impossible.&nbsp;</div><div>We have reached a contradiction, so our assumption must have been wrong. Therefore, there is no y ∈ S such that f(y) = D, so f is not surjective.</div></div>",CompSci (AIML/Web3/Math/Logic/Tech),CS103;logic
🫂Network Protocols,🫂Network Protocols,"Internet Protocol, Border Gateway Protocol<br>Address Resolution Protocol (ARP):<br>procedure connecting a mutable IP (Internet Protocol) address to a fixed MAC (Media Access Control) address once a computer joins a LAN (Local Area Network)<br><br>ARP translates a 32bit IPv4 address to a 48bit MAC address<br><br>Mac address also known as Data Link Layer<br><br>Border Gateway Protocol (BGP):<br>Postal service of the internet - determines routing, data travel, movement between autonomous systems<br><br>Autonomous Systems typically belong to ISPs or tech companies, universities, agencies, institutions<br><br>each AS wishing to exchange routing infor must have a registered autonomous system number (ISN), assigned by the interne Assigned Numbers Authority (IANA)<br><br><br>Glue Protocols - DNS, ARP, DHCP<br>Domain Name Service, Address Resolution Protocol, Dynamic Host Configuration Protocol<br><br>SMTP - Simple mail transfer Protocol<br>Internet standard communication Protocol for electronic Mail transmission<div>Mail servers and other message transfer agents use SMTP to send and receive email</div><div><br></div><div>TCP - Transmission Control Protocol</div><div>-defines how to establish and maintain a network conversation for applications to exchange data<br><div>-originated in the initial network implementation in which it complemented the Internet protocol, completing the TCP/IP suite.</div></div><div><br></div><div>ICMP - Internet Control Message Protocol, network protocol used to diagnose network issues, split network response into packets</div><div><br></div><div>Payment Card Industry Data Security Standard (PCI DSS) - Anti credit card fraud<br></div>",CompSci (AIML/Web3/Math/Logic/Tech),formula;internet
DMCA,DMCA,"""§ 1201. Circumvention of copyright <br>protection systems<br>§ 1202. Integrity of copyright management <br>information<br>§ 1203. Civil remedies<br>§ 1204. Criminal offenses and penalties<br>(first offense: up to $500K fine + 5 years in prison;<br>subsequent offense: up to $1M + 10 years)<br>§ 1205. Savings clause<br><br>Summary of §§ 1201(a)-(b)<br>30<br>● You may not circumvent technological access controls.<br>● You may not distribute tools to let other people do so.<br>● You may circumvent technological copy controls.<br>● But you may not distribute tools to let other people do so.<br><br>● Prohibitions<br>○ Acts of circumvention – § 1201(a)(1) - bans circumventing access controls on copyrighted works<br>-no descrambling scrambled work, decrypting encrypted work<br>DOES NOT PROHIBIT circumventing copy controls<br>○ Trafficking in circumvention tools – § 1201(a)(2), § 1201(b)(1)<br>which could circumvent either an access-control or copy-control tpm<br>● Permanent exemptions<br>● You may not circumvent technological access controls.<br>● You may not distribute tools to let other people do so.<br>● You may circumvent technological copy controls.<br>● But you may not distribute tools to let other people do so.<br>○ Reverse engineering for <br>interoperability – § 1201(f)<br>○ Security testing – § 1201(j)<br>● § 1201(d): Nonprofit libraries, archives, &amp; educational institutions <br>● § 1201(e): Law enforcement<br>● § 1201(f): Reverse engineering for interoperability<br>● § 1201(g): Encryption research<br>● § 1201(h): Exceptions regarding minors<br>● § 1201(i): Protection of Personally Identifying Info<br>● § 1201(j): Security testing exemption<br><br>“Technological protection measure” (TPM): <br>The thing that gets circumvented.<br>“Circumvention technology”:<br>The thing that does the circumventing.<br><br>Security Testing Exemption<br><img src=""""Screen Shot 2022-10-30 at 8.37.58 PM.png""""><br><br>Interoperability Exemption Defense<br><img src=""""Screen Shot 2022-10-30 at 8.37.31 PM.png""""><br><br><br><br>DMCA §1201 Lawsuits over years<br>● 1201(a)(1) - circumventing an access control:<br>○ Ripping Blu-rays by removing encryption (2016-19)<br>● 1201(a)(2) - tool to circumvent access control:<br>○ Hosting Blizzard gaming server emulator (2004-05)<br>● 1201(b) - tool to circumvent copy control:<br>○ Selling “mod chips” to defeat copy-protection on<br>PlayStation games (2006)<br>● All three:<br>○ Jailbreaking PS3 &amp; posting its private keys (2011)""",CompSci (AIML/Web3/Math/Logic/Tech),cybersecurity;dataprivacy;law
⚖️Cyberlaw,⚖️Cyberlaw,"""<br>Laws &amp; Bodies Securing Federal Government Systems<br>• Securing federal government systems<br>○ Congress (e.g. FISMA)<br>○ Agencies (e.g. CISA’s emergency directives telling fed agencies to patch vulns)<br>○ The President (e.g. May 2021 EO on fed gov cybersecurity)<br>• Industry-specific laws and regulations - examples:<br>○ Health care: HIPAA (HHS)<br>○ Publicly-traded companies: disclosure regulations (SEC)<br>○ Financial institutions: Gramm-Leach-Bliley Act (FTC)<br>○ Consumer protection (FTC)<br>• State data security laws <br>○ E.g. MA, CA, NV, NY<br><br><br>3 main Sources of Federal &amp; State Law<br>● International: treaties &amp; executive agreements<br>○ Example: Budapest Convention on Cybercrime<br>● “Statutory law”: Legislative branch<br>○ Statutes enacted by the legislature<br>● “Administrative law”: Executive branch<br>○ Agency rules (aka regulations)<br>■ In addition to rules, look at orders in agency’s cases, other guidance docs<br>○ Executive orders (President or state governor)<br>● “Case law”: Judicial branch<br>○ Judicial opinions<br>■ Court levels: trial (lowest), appeals (intermediate), supreme (highest)<br>■ “Binding” versus “persuasive” precedent<br><br><br>Domestic law relevant to cyber conflict<br>● Courts: smaller role than other branches<br>○ Criminal: Rise in DOJ indictments of foreign gov-affiliated hackers<br>■ Mostly in absentia, so questionable if any deterrent effect<br>■ Examples: Sandworm (RU), APT-40 (PRC), APT-38 (DPRK).<br>○ Civil: Foreign govts can’t be sued in U.S. courts for hacking U.S. targets<br>■ Foreign governments are generally immune from civil lawsuits<br>● NSO Group tried to dodge WhatsApp lawsuit this way 🙄<br>■ Exception for torts (wrongful conduct) doesn’t apply<br>● Courts say tort must occur wholly in U.S. → hacks from abroad don’t qualify<br>and so foreign govt hackers can’t be sued civilly in U.S. courts<br><br>● Congress:<br>○ Powers: declare war, regulate &amp; terminate uses of force, power of the purse<br>○ U.S. Code Title 10, ch. 19: Statutory authorities for military cyber ops<br>■ SecDef may conduct military cyber activities or ops in cyberspace, including<br>clandestine ones<br>■ Requires appropriate authorization; subject to oversight by Congress<br>■ Purposes: “preparation of the environment, information operations, force<br>protection, and deterrence of hostilities, or counterterrorism operations...”<br><br>● Executive: very active in recent years in this area<br>○ NSPM-13 (2018) (classified)<br>■ Presidential directive that loosened rules for cyber operations<br>■ Military can use hacking tools w/less oversight from other agencies<br>■ Revisions by Biden admin underway<br>● DOD will reportedly retain some key broad authorities<br>● DOD will have to give WH details well in advance<br>● Dispute process for agencies e.g. State to flag ops they find concerning<br>○ EO 14024 (April 2021): Sanctions on Russia<br>■ Response to SolarWinds hack, 2020 election interference, etc.<br>■ Unsurprisingly, Russian gov-affiliated hackers are still hacking<br><br>● 2018 Presidential Finding<br>○ Like NSPM-13: easier for CIA to authorize its own ops w/o WH approval<br>○ Changes:<br>■ Easier for CIA to damage adversaries’ critical infra (e.g. cut off electricity)<br>■ Easier for CIA to carry out “hack and dump” ops<br>■ Previously off-limits targets (e.g. banks) are now in-bounds<br>■ Lower bar to carry out ops against non-gov entities (e.g. media orgs, charities,<br>religious groups) believed to be foreign intel operatives<br>○ Has been used for over a dozen cyber ops vs. PRC, RU, Iran, DPRK<br>■ Both “stuff is on fire and exploding” &amp; “hack and dump”<br><br><i><b>United States v. Riggs(1990) - don't transfer files over state borders</b></i><br>the government of the United States prosecuted Robert Riggs and&nbsp;<a href=""""https://en.wikipedia.org/wiki/Craig_Neidorf"""">Craig Neidorf</a>&nbsp;for obtaining unauthorized access to and subsequently disseminating a file held on&nbsp;<a href=""""https://en.wikipedia.org/wiki/BellSouth"""">BellSouth's</a>&nbsp;computers. The file, referred to as the E911 file, gave information regarding BellSouth's products implementing 911 emergency telephone services.<sup><a href=""""https://en.wikipedia.org/wiki/United_States_v._Riggs#cite_note-acm-4"""">[4]</a></sup>&nbsp;Riggs and Neidorf were both indicted in the&nbsp;<a href=""""https://en.wikipedia.org/wiki/United_States_District_Court_for_the_Northern_District_of_Illinois"""">District Court of the Northern District of Illinois</a>&nbsp;on numerous charges relating to the dissemination of the E911 text file. As Riggs had previously been indicted in the&nbsp;<a href=""""https://en.wikipedia.org/wiki/United_States_District_Court_for_the_Northern_District_of_Georgia"""">Northern District of Georgia</a>&nbsp;in relation to the same incident, his charges from Illinois were transferred to Georgia. Riggs ultimately pleaded guilty in Georgia and was sentenced to 21 months in prison and two years' supervised release.<sup><a href=""""https://en.wikipedia.org/wiki/United_States_v._Riggs#cite_note-appeal_denied-3"""">[3]</a></sup>&nbsp;<br><br>The Government dropped all charges against Neidorf and a mistrial was declared. Riggs' charges were transferred to Georgia as he had already been indicted there in connection with the same events. Riggs pleaded guilty in Georgia to charges of wire fraud, access code fraud and conspiracy.""",CompSci (AIML/Web3/Math/Logic/Tech),cybersecurity;infosec;law
⚖️CFAA,⚖️CFAA,"""<div></div><div><div><div>Core text of the CFAA</div><div>Whoever, having devised or intending to devise any scheme or artifice to defraud, or for<br>obtaining money or property by means of false or fraudulent pretenses, representations, or<br>promises, transmits or causes to be transmitted by means of wire, radio, or television<br>communication in interstate or foreign commerce, any writings, signs, signals, pictures, or<br>sounds for the purpose of executing such scheme or artifice, shall be fined under this title or<br>imprisoned not more than 20 years, or both. If the violation [relates to federal<br>disaster/emergency relief], or affects a financial institution, such person shall be fined not<br>more than $1,000,000 or imprisoned not more than 30 years, or both.<br><br>(1) You have a scheme to defraud somebody, and<br>(2) you use the internet, TV, radio, or an interstate phone call in furtherance of that scheme.&nbsp;<br></div><div><br></div><div><em>Essential Elements of Wire Fraud:<br>United States v. Maxwell</em>, 920 F.2d 1028, 1035 (D.C. Cir. 1990) (""""Wire fraud requires proof of (1) a scheme to defraud; and (2) the use of an interstate wire communication to further the scheme."""").<br></div><div><br></div><div><br></div><div>CFAA Subsections</div><div><ul><li>○ (a) 7+ prohibitions (specifying what conduct is illegal)</li><ul><li>-------● (a)(1): Espionage — trespass + taking classified/restricted info</li><li>from fed govt computers</li><li>● (a)(2): Trespass + obtaining info from 3 sources:</li><li>&nbsp; &nbsp; ○ (A) financial/banking/credit institutions (Equifax, Capital One)</li><li>&nbsp; &nbsp; ○ (B) federal government (OPM, SolarWinds)</li><li>&nbsp; &nbsp; ○ (C) “any protected computer” (pick your fave hack)</li><li>● (a)(3): Trespass on federal govt computer systems</li><li>● (a)(4): Fraud schemes facilitated by the computer access</li><li>● (a)(5): Causing damage</li><ul><li>A. Whoever ... knowingly causes the transmission of a program, information, code, or command, and as a result of such conduct, intentionally causes damage without authorization, to a protected computer</li></ul><li>● (A) knowingly causes the transmission of a program, information, code, or command, and as a result of such conduct, intentionally causes damage without authorization, to a protected computer;</li><li>● (B) intentionally accesses a protected computer without authorization, and as a result of such conduct, recklessly causes damage; or</li><li>● (C) intentionally accesses a protected computer without authorization, and as a result of such conduct, causes damage and loss.</li><li><br></li><li>● (a)(6): Password trafficking</li><li>● (a)(7): Extortion involving a computer/data (ransomware)</li><ul><li>c. Whoever ... with intent to extort from any person any money or other thing of value, transmits in interstate or foreign commerce any communication containing any ... demand or request for money or other thing of value in relation to damage to a protected computer, where such damage was caused to facilitate the extortion</li></ul></ul><li>○ (b) Attempt and conspiracy</li><li>○ (c) Sentences for criminal violations</li><li>○ (d) Investigatory authority for Secret Service &amp; FBI</li><li>○ (e) Definitions</li><ul><li>&nbsp; &nbsp; ● (A): financial or federal government computer</li><li>● (B): computer “used in or affecting interstate</li><li>or foreign commerce or communication”</li><li>● (C): computer that “is part of a voting system”</li><li>(any internet-connected</li><li>computer)</li><li>(“air-gapped” voting machines)</li><li>the term “damage” means any impairment to the integrity or availability of data, a program, a system, or information;<br></li><li>● the term “loss” means any reasonable cost to any victim, including the cost of responding to an offense, conducting a damage assessment, and restoring the data, program, system, or information to its condition prior to the offense, and any revenue lost, cost incurred, or other consequential damages incurred because of interruption of service<br></li></ul><li>○ (f) Exemption for law enforcement &amp; intelligence activities</li><li>○ (g) Private right of action; negligence exemption</li><ul><li>■ Victims who’ve suffered “damage” or “loss” can sue attacker;</li><li>2-year statute of limitations</li><li>■ Can’t sue for negligent design or manufacture of computer</li><li>hardware/software/firmware</li></ul><li>○ (h) Reporting to Congress (now expired)</li><li>○ (i) &amp; (j) Forfeiture provisions</li></ul></div><div><br></div><div><br></div><div>Key Concepts, 18 USC S.1030</div><div>Access without authorization, exceeding authorized access<div>Eight subsections:</div><div>(a) 7 specific prohibitions</div><div>(b) attempt and conspiracy,&nbsp;</div><div>(c) sentences for criminal violations</div><div>(d) Investigatory authority for secret service &amp; fbi</div><div>(e) definitions</div><div>-""""protected computer"""":</div><div>1: financial/federal govt computer</div><div>2: """"used in or affecting interstate or foreign commerce or communication""""</div><div>3: """"is part of a voting system""""</div><div>(f) Exemption for law enforcement &amp; intelligence activities&nbsp;</div><div>(g) Private right of action; negligence exemption</div><div>-Victims can claim damage or loss and can die with two year statute of limitations</div><div>-Can’t sue for negligent design or manufacture of soft/hard/firmware</div><div>(h) Reporting to congress has now expired</div><div>(i &amp; j) Forfeiture Provisions</div><div>Damage: impairment to the integrity or availability of data, a program/system</div><div>Loss: any reasonable cost to any victim, incl cost of incident response</div><div>Offenses:&nbsp;</div><div>A1. Espionage, trespass, theft on government computers</div><div>A2. Trespass, theft from financial/governmental/“protected” institutions</div><div>A3. Trespass on federal govt computer systems</div><div>A4. Fraud schemes facilitated by computer</div><div>A5. Causing damage</div><div>1: knowingly/intentionally transmits damaging info</div><div>2: intentionally accesses w/o auth; recklessly causes damage</div><div>3: intentionally accesses a protected computer without auth, causes damage/loss</div><div>A6. Password trafficking</div><div>A7. Extortion/ransom ware</div></div><div><br></div><div><br></div><div><br></div><div><br></div><div>Examples of CFAA indictments of overseas hackers<br>17<br>● China: <br>○ Who: Members of hacking group linked to Ministry of State Security <br>○ Victims: 45+ companies in 12+ nations<br>○ What: Industrial espionage &amp; IP theft<br>● Iran: <br>○ Who: Mabna Institute, a “hackers for hire” group<br>○ Victims: 144 U.S. universities, federal agencies, 2 states, the UN<br>○ What: Stole research, IP, proprietary info, at behest of Iranian govt<br>● Russia: <br>○ Who: Organized crime<br>○ Victims: banks &amp; financial institutions such as JPMorgan<br>○ What: Stole 80 million JPM customers’ personal info<br>○ Result: Hacker extradited by Georgia; sentenced to 12 years in prison</div></div></div><div><br></div><div>gagging research:</div><div>● MIT students “gagged” from speaking at Defcon <br>security conference (MBTA v. Anderson, 2008)<br>● Social science researchers feared prosecution <br>(Sandvig v. Barr, 2018/2020)<br>● U. of Michigan student investigated by FBI (2019)<br></div><div><br></div><div><br></div><div><br></div><div><br></div><div>Businesses love using the CFAA to punish their competitors:<br>● Departing employees who start competing businesses<br>○ Civil lawsuits in 4th &amp; 6th Circuits; criminal prosecution in 9th Circuit<br>● Companies that access plaintiff’s data to build a competing product<br>○ hiQ v. LinkedIn (9th Cir. 2022):<br>■ Accessing publicly-available data isn’t a CFAA violation<br>■ But, could violate CFAA if you circumvent a technological access barrier<br>(e.g. password authentication)<br>○ Web scraping is a hot topic: legality still unsettled, so still carries legal risk<br>● But other laws provide a remedy anyway!<br>○ Intellectual property: trade secrets, ™ , ©<br>○ Breach of contract (employment agreement, TOS)<br>■ Example: Twitch’s lawsuit against users for “hate raids”<br></div><div><br></div><div><br></div><div><img src=""""Screen Shot 2022-10-30 at 8.35.35 PM.png""""><br></div><div><br></div><div><br></div><div><br></div><div><h1>18 U.S. Code § 1343</h1></div><div><div><div>Whoever, having devised or intending to devise any&nbsp;<a href=""""https://www.law.cornell.edu/definitions/uscode.php?width=840&amp;height=800&amp;iframe=true&amp;def_id=18-USC-1034014607-980273003&amp;term_occur=999&amp;term_src=title:18:part:I:chapter:63:section:1343"""">scheme or artifice to defraud</a>, or for obtaining money or property by means of false or fraudulent pretenses, representations, or promises, transmits or causes to be transmitted by means of wire, radio, or television communication in interstate or foreign commerce, any writings, signs, signals, pictures, or sounds for the purpose of executing such scheme or artifice, shall be fined under this title or imprisoned not more than 20 years, or both. If the violation occurs in relation to, or involving any benefit authorized, transported, transmitted, transferred, disbursed, or paid in connection with, a presidentially declared major disaster or emergency (as those terms are defined in section 102 of the&nbsp;<a href=""""https://www.law.cornell.edu/topn/disaster_relief_act_of_1974"""">Robert T. Stafford Disaster Relief and Emergency Assistance Act</a>&nbsp;(<a href=""""https://www.law.cornell.edu/uscode/text/42/5122"""">42 U.S.C. 5122</a>)), or affects a financial institution, such person shall be fined not more than $1,000,000 or imprisoned not more than 30 years, or both.</div><div><br></div><div><div></div><div><div><div>Let’s break down the wire fraud statute into its parts<br>21<br>18 U.S.C. § 1343 - Fraud by wire, radio, or television<br>1. Having devised or intending to devise<br>a. What? “any scheme or artifice”<br>i. For what purpose?<br>1. “to defraud, or”<br>2. “for obtaining money or property”<br>a. How? “by means of false or fraudulent pretenses, representations,<br>or promises”<br>2. Transmitting or causing to be transmitted<br>a. What? “any writings, signs, signals, pictures, or sounds”<br>b. How? “by means of wire, radio, or television communication”<br>c. Where? “in interstate or foreign commerce”<br>d. Why? “for the purpose of executing such scheme or artifice”<br>Penalty = fine, prison, or both (even higher if involves disaster relief or financial institution)</div></div></div></div></div><div>(Added July 16, 1952, ch. 879, § 18(a),&nbsp;<a href=""""https://www.law.cornell.edu/rio/citation/66_Stat._722"""">66 Stat. 722</a>; amended July 11, 1956, ch. 561,&nbsp;<a href=""""https://www.law.cornell.edu/rio/citation/70_Stat._523"""">70 Stat. 523</a>;&nbsp;<a href=""""https://www.law.cornell.edu/rio/citation/Pub._L._101-73"""">Pub. L. 101–73, title IX, § 961(j)</a>, Aug. 9, 1989,&nbsp;<a href=""""https://www.law.cornell.edu/rio/citation/103_Stat._500"""">103 Stat. 500</a>;&nbsp;<a href=""""https://www.law.cornell.edu/rio/citation/Pub._L._101-647"""">Pub. L. 101–647, title XXV, § 2504(i)</a>, Nov. 29, 1990,&nbsp;<a href=""""https://www.law.cornell.edu/rio/citation/104_Stat._4861"""">104 Stat. 4861</a>;&nbsp;<a href=""""https://www.law.cornell.edu/rio/citation/Pub._L._103-322"""">Pub. L. 103–322, title XXXIII, § 330016(1)(H)</a>, Sept. 13, 1994,&nbsp;<a href=""""https://www.law.cornell.edu/rio/citation/108_Stat._2147"""">108 Stat. 2147</a>;&nbsp;<a href=""""https://www.law.cornell.edu/rio/citation/Pub._L._107-204"""">Pub. L. 107–204, title IX, § 903(b)</a>, July 30, 2002,&nbsp;<a href=""""https://www.law.cornell.edu/rio/citation/116_Stat._805"""">116 Stat. 805</a>;&nbsp;<a href=""""https://www.law.cornell.edu/rio/citation/Pub._L._110-179"""">Pub. L. 110–179, § 3</a>, Jan. 7, 2008,&nbsp;<a href=""""https://www.law.cornell.edu/rio/citation/121_Stat._2557"""">121 Stat. 2557</a>.)</div></div><div><br></div><div><br></div><div><br></div><div><br></div><div><br></div><div><br></div><div><br></div><div>Anticompetitive CFAA Precedent:<br>● Departing employees who start competing businesses<br>○ Civil lawsuits in 4th &amp; 6th Circuits; criminal prosecution in 9th Circuit<br>● Companies that access plaintiff’s data to build a competing product<br>○ hiQ v. LinkedIn (9th Cir. 2022):<br>■ Accessing publicly-available data isn’t a CFAA violation<br>■ But, could violate CFAA if you circumvent a technological access barrier<br>(e.g. password authentication)<br>○ Web scraping is a hot topic: legality still unsettled, so still carries legal risk<br>● But other laws provide a remedy anyway!<br>○ Intellectual property: trade secrets, ™ , ©<br>○ Breach of contract (employment agreement, TOS)<br>■ Example: Twitch’s lawsuit against users for “hate raids”<br>○ Breach of privacy (scraping people’s personal data)<br></div><div><br></div><div><br></div><div>CFAA precedent &amp; hacking history</div><div>● Prosecutors should not bring CFAA charges for<br>“good-faith security research”<br>● What’s not “good faith”? Extortion, etc.<br>● Limitations:<br>○ Just a policy, not law<br>○ No effect on civil cases or state anti-hacking laws<br>● Definition comes from 2021 rulemaking under the DMCA<br></div><div><br></div><div><br></div><div><br></div><div><br></div><div>3 Main Cyber laws under federal government:</div><div>CFAA, DMCA, ECPA<br>● Wire fraud (which you read); ID fraud, ID theft, “access device” fraud<br></div><div><br></div><div><br></div><div>First worm &amp; first CFAA Felony Conviction:<br>Morris Worm 1988<div>Spread via Internet</div><div>Grad student trying to measure size of Internet triggered a mass DoS&nbsp;</div><div>At least 100k in damage ($247k in 2020)</div><div>Led to Changes in CFAA a(5)</div><div>infected 3-10% of all internet-connected computers at the tiime</div></div><div>was an appeal of the conviction of&nbsp;<a href=""""https://en.wikipedia.org/wiki/Robert_Tappan_Morris"""">Robert Tappan Morris</a>&nbsp;for creating and releasing the&nbsp;<a href=""""https://en.wikipedia.org/wiki/Morris_worm"""">Morris worm</a>, one of the first Internet-based&nbsp;<a href=""""https://en.wikipedia.org/wiki/Computer_worm"""">worms</a>. This case resulted in the first conviction under the&nbsp;<a href=""""https://en.wikipedia.org/wiki/Computer_Fraud_and_Abuse_Act"""">Computer Fraud and Abuse Act</a>. In the process, the dispute clarified much of the language used in the law, which had been heavily revised in a number of updates passed in the years after its initial drafting. Also clarified was the concept of """"unauthorized access,"""" which is central in the United States' computer security laws.<sup><a href=""""https://en.wikipedia.org/wiki/United_States_v._Morris_(1991)#cite_note-usvmorris506-1"""">[1]</a></sup>&nbsp;The decision was the first by a U.S. court to refer to """"the&nbsp;<a href=""""https://en.wikipedia.org/wiki/Internet"""">Internet</a>"""",<sup><a href=""""https://en.wikipedia.org/wiki/United_States_v._Morris_(1991)#cite_note-pathofinternetlaw-2"""">[2]</a></sup>&nbsp;which it described simply as """"a national computer network.""""<sup><a href=""""https://en.wikipedia.org/wiki/United_States_v._Morris_(1991)#cite_note-usvmorris506-1"""">[1]</a></sup><br></div><div><br></div><div><br></div><div>Drew, Nosal, Van Buren, TOS, CFAA<br>U.S. v. Drew (C.D. Cal. 2009)<br>○ Making a fake social media account isn’t “access<br>without authorization”<br>● U.S. v. Nosal (9th Cir. 2012) (en banc)<br>○ Violating employer’s computer-use policy isn’t<br>“exceeding authorized access”<br>● Van Buren v. United States (2021)<br>○ “Exceeds authorized access” = unlawful access<br>to info, not misuse of info you’re allowed to access<br>○ If screwing around on your work computer is a<br>CFAA violation, then we’re all criminals<br></div><div><br></div><div><div><div><div>TOS violations =/= CFAA violations &amp; Van Buren Footnote 8<br></div><div>Do TOS violations = CFAA violations? No, but...<br>21<br>● U.S. v. Drew (C.D. Cal. 2009)<br>○ Making a fake social media account isn’t “access<br>without authorization”<br>● U.S. v. Nosal (9th Cir. 2012) (en banc)<br>○ Violating employer’s computer-use policy isn’t<br>“exceeding authorized access”<br>● Van Buren v. United States (2021)<br>○ “Exceeds authorized access” = unlawful access<br>to info, not misuse of info you’re allowed to access<br>○ If screwing around on your work computer is a<br>CFAA violation, then we’re all criminals</div></div></div><div><br></div><div><br></div><div>p. 1658-59: Liability “stems from a gates-up-or-down inquiry —<br>one either can or cannot access a computer system, and one<br>either can or cannot access certain areas within the system.8”<br>Which is it? Can policy-based limits make someone’s access “without<br>authorization” – or can only code-based limits on access do that?<br><br></div><div><br></div><div>● How will courts treat footnote 8?<br>● What counts as a “gate” that is “down”?<br>● How do you know when a technological “gate” is there, it’s<br>“down,” &amp; you’re bypassing it?<br>● How do you know if you’re accessing a file or folder you’re<br>not supposed to access?<br>[8] “For present purposes, we need not address whether this<br>inquiry turns only on technological (or ‘code-based’) limitations on<br>access, or instead also looks to limits contained in contracts or<br>policies.”<br>P. 1662: “the drafting practices of private parties” can’t control<br>whether policy violations are CFAA violations based on whether<br>policy limits are “expressed as either access or use restrictions”<br></div><div><br></div><div><br></div></div>""",CompSci (AIML/Web3/Math/Logic/Tech),cybersecurity;history;law
🗝️Cryptography,🗝️Cryptography,"""A hash is a function that creates a “fingerprint” of an arbitrary input that is:<br>1. The same every time<br>2. Fixed length<br>3. Difficult to return to the original<br><br>ROT13<br>simple letter substitution cipher replacing each letter with its inverse, or the letter 13 places after it in the alphabet<br><br>ROT13 is its own inverse and offers no security; canonical example of weak encryption<br><br><a href=""""https://en.wikipedia.org/wiki/ROT13"""">https://en.wikipedia.org/wiki/ROT13</a>""",CompSci (AIML/Web3/Math/Logic/Tech),cybersecurity;infosec
Market Making,Market Making,"""Providing liquidity/market depth as a service, e.g.<br>Blackrock wants to buy $30m of a stock<br>Goldman Sachs shorts $30m of that stock simultaneously<br>Blackrock pays Goldman a commission, and they slowly buy back their shares until their short position is closed, profiting from the bid-ask spread on their asset with the newly provided market depth<br><br>Blackrock commissions Goldman to temporarily take on its institutional risk<br><br>A MM must commit to a bid and ask price &amp; volume, trading frequency<br><br><a href=""""https://www.investopedia.com/terms/m/marketmaker.asp"""">https://www.investopedia.com/terms/m/marketmaker.asp</a>""",CompSci (AIML/Web3/Math/Logic/Tech),blockchain
